,year,state,county,candidate,party,candidatevotes
61013,2020,Michigan,Ogemaw County,Rocky De La Fuente,ALI,8.0
61015,2020,Michigan,Ontonagon County,Donald Trump,REP,2358.0
61016,2020,Michigan,Ontonagon County,Joe Biden,DEM,1391.0
61017,2020,Michigan,Ontonagon County,Jo Jorgensen,LIB,30.0
61018,2020,Michigan,Ontonagon County,Howie Hawkins,GRN,13.0
61019,2020,Michigan,Ontonagon County,Don Blankenship,CST,8.0
61021,2020,Michigan,Ontonagon County,Rocky De La Fuente,ALI,4.0
61022,2020,Michigan,Osceola County,Donald Trump,REP,8928.0
61023,2020,Michigan,Osceola County,Joe Biden,DEM,3214.0
61024,2020,Michigan,Osceola County,Jo Jorgensen,LIB,135.0
61025,2020,Michigan,Osceola County,Howie Hawkins,GRN,28.0
61026,2020,Michigan,Osceola County,Don Blankenship,CST,21.0
61028,2020,Michigan,Osceola County,Rocky De La Fuente,ALI,3.0
61029,2020,Michigan,Oscoda County,Donald Trump,REP,3466.0
61030,2020,Michigan,Oscoda County,Joe Biden,DEM,1342.0
61031,2020,Michigan,Oscoda County,Jo Jorgensen,LIB,39.0
61032,2020,Michigan,Oscoda County,Don Blankenship,CST,12.0
61033,2020,Michigan,Oscoda County,Howie Hawkins,GRN,11.0
61034,2020,Michigan,Oscoda County,Rocky De La Fuente,ALI,4.0
61036,2020,Michigan,Otsego County,Donald Trump,REP,9779.0
61037,2020,Michigan,Otsego County,Joe Biden,DEM,4743.0
61038,2020,Michigan,Otsego County,Jo Jorgensen,LIB,177.0
61039,2020,Michigan,Otsego County,Howie Hawkins,GRN,26.0
61040,2020,Michigan,Otsego County,Don Blankenship,CST,23.0
61041,2020,Michigan,Otsego County,Rocky De La Fuente,ALI,8.0
61043,2020,Michigan,Ottawa County,Donald Trump,REP,100913.0
61044,2020,Michigan,Ottawa County,Joe Biden,DEM,64705.0
61045,2020,Michigan,Ottawa County,Jo Jorgensen,LIB,2315.0
61046,2020,Michigan,Ottawa County,Howie Hawkins,GRN,367.0
61047,2020,Michigan,Ottawa County,Don Blankenship,CST,215.0
61048,2020,Michigan,Ottawa County,Rocky De La Fuente,ALI,112.0
61049,2020,Michigan,Presque Isle County,Donald Trump,REP,5343.0
61050,2020,Michigan,Presque Isle County,Joe Biden,DEM,2912.0
61051,2020,Michigan,Presque Isle County,Jo Jorgensen,LIB,70.0
61053,2020,Michigan,Presque Isle County,Don Blankenship,CST,10.0
61054,2020,Michigan,Presque Isle County,Howie Hawkins,GRN,8.0
61055,2020,Michigan,Presque Isle County,Rocky De La Fuente,ALI,4.0
61056,2020,Michigan,Roscommon County,Donald Trump,REP,9670.0
61057,2020,Michigan,Roscommon County,Joe Biden,DEM,5166.0
61058,2020,Michigan,Roscommon County,Jo Jorgensen,LIB,121.0
61059,2020,Michigan,Roscommon County,Don Blankenship,CST,29.0
61060,2020,Michigan,Roscommon County,Howie Hawkins,GRN,25.0
61061,2020,Michigan,Roscommon County,Rocky De La Fuente,ALI,7.0
61063,2020,Michigan,Saginaw County,Joe Biden,DEM,51088.0
61064,2020,Michigan,Saginaw County,Donald Trump,REP,50785.0
61065,2020,Michigan,Saginaw County,Jo Jorgensen,LIB,1007.0
61066,2020,Michigan,Saginaw County,Howie Hawkins,GRN,231.0
61067,2020,Michigan,Saginaw County,Don Blankenship,CST,160.0
61068,2020,Michigan,Saginaw County,Rocky De La Fuente,ALI,76.0
61069,2020,Michigan,St. Clair County,Donald Trump,REP,59186.0
61070,2020,Michigan,St. Clair County,Joe Biden,DEM,31363.0
61071,2020,Michigan,St. Clair County,Jo Jorgensen,LIB,1109.0
61072,2020,Michigan,St. Clair County,Howie Hawkins,GRN,213.0
61073,2020,Michigan,St. Clair County,Don Blankenship,CST,134.0
61074,2020,Michigan,St. Clair County,Rocky De La Fuente,ALI,59.0
61075,2020,Michigan,St. Joseph County,Donald Trump,REP,18128.0
61076,2020,Michigan,St. Joseph County,Joe Biden,DEM,9262.0
61077,2020,Michigan,St. Joseph County,Jo Jorgensen,LIB,416.0
61078,2020,Michigan,St. Joseph County,Howie Hawkins,GRN,63.0
61079,2020,Michigan,St. Joseph County,Don Blankenship,CST,49.0
61081,2020,Michigan,St. Joseph County,Rocky De La Fuente,ALI,18.0
61082,2020,Michigan,Sanilac County,Donald Trump,REP,16194.0
61083,2020,Michigan,Sanilac County,Joe Biden,DEM,5966.0
61084,2020,Michigan,Sanilac County,Jo Jorgensen,LIB,213.0
61085,2020,Michigan,Sanilac County,Howie Hawkins,GRN,40.0
61086,2020,Michigan,Sanilac County,Don Blankenship,CST,22.0
61087,2020,Michigan,Sanilac County,Rocky De La Fuente,ALI,11.0
61089,2020,Michigan,Schoolcraft County,Donald Trump,REP,3090.0
61090,2020,Michigan,Schoolcraft County,Joe Biden,DEM,1589.0
61091,2020,Michigan,Schoolcraft County,Jo Jorgensen,LIB,40.0
61092,2020,Michigan,Schoolcraft County,Howie Hawkins,GRN,12.0
61093,2020,Michigan,Schoolcraft County,Don Blankenship,CST,10.0
61094,2020,Michigan,Schoolcraft County,Rocky De La Fuente,ALI,4.0
61096,2020,Michigan,Shiawassee County,Donald Trump,REP,23154.0
61097,2020,Michigan,Shiawassee County,Joe Biden,DEM,15371.0
61098,2020,Michigan,Shiawassee County,Jo Jorgensen,LIB,525.0
61099,2020,Michigan,Shiawassee County,Howie Hawkins,GRN,98.0
61100,2020,Michigan,Shiawassee County,Don Blankenship,CST,82.0
61101,2020,Michigan,Shiawassee County,Rocky De La Fuente,ALI,20.0
61102,2020,Michigan,Tuscola County,Donald Trump,REP,20310.0
61103,2020,Michigan,Tuscola County,Joe Biden,DEM,8713.0
61104,2020,Michigan,Tuscola County,Jo Jorgensen,LIB,328.0
61105,2020,Michigan,Tuscola County,Howie Hawkins,GRN,55.0
61106,2020,Michigan,Tuscola County,Don Blankenship,CST,41.0
61108,2020,Michigan,Tuscola County,Rocky De La Fuente,ALI,11.0
61109,2020,Michigan,Van Buren County,Donald Trump,REP,21591.0
61110,2020,Michigan,Van Buren County,Joe Biden,DEM,16800.0
61111,2020,Michigan,Van Buren County,Jo Jorgensen,LIB,504.0
61112,2020,Michigan,Van Buren County,Howie Hawkins,GRN,91.0
61113,2020,Michigan,Van Buren County,Don Blankenship,CST,60.0
61114,2020,Michigan,Van Buren County,Rocky De La Fuente,ALI,14.0
61116,2020,Michigan,Washtenaw County,Joe Biden,DEM,157130.0
61117,2020,Michigan,Washtenaw County,Donald Trump,REP,56241.0
61118,2020,Michigan,Washtenaw County,Jo Jorgensen,LIB,1956.0
61120,2020,Michigan,Washtenaw County,Howie Hawkins,GRN,650.0
61121,2020,Michigan,Washtenaw County,Don Blankenship,CST,195.0
61122,2020,Michigan,Washtenaw County,Rocky De La Fuente,ALI,101.0
61123,2020,Michigan,Wayne County,Joe Biden,DEM,587074.0
61124,2020,Michigan,Wayne County,Donald Trump,REP,264149.0
61125,2020,Michigan,Wayne County,Jo Jorgensen,LIB,6551.0
61126,2020,Michigan,Wayne County,Howie Hawkins,GRN,2438.0
61127,2020,Michigan,Wayne County,Don Blankenship,CST,1073.0
61128,2020,Michigan,Wayne County,Rocky De La Fuente,ALI,536.0
61129,2020,Michigan,Wexford County,Donald Trump,REP,12102.0
61130,2020,Michigan,Wexford County,Joe Biden,DEM,5838.0
61131,2020,Michigan,Wexford County,Jo Jorgensen,LIB,259.0
61132,2020,Michigan,Wexford County,Howie Hawkins,GRN,42.0
61134,2020,Michigan,Wexford County,Don Blankenship,CST,20.0
61135,2020,Michigan,Wexford County,Rocky De La Fuente,ALI,4.0
61136,2020,Minnesota,Aitkin County,Donald Trump,REP,6258.0
61137,2020,Minnesota,Aitkin County,Joe Biden,DEM,3607.0
61138,2020,Minnesota,Aitkin County,Jo Jorgensen,LIB,55.0
61139,2020,Minnesota,Aitkin County,Howie Hawkins,GRN,24.0
61140,2020,Minnesota,Aitkin County,Brock Pierce,IND,24.0
61141,2020,Minnesota,Aitkin County,Kanye West,IND,22.0
61142,2020,Minnesota,Aitkin County,Rocky De La Fuente,ALI,15.0
61143,2020,Minnesota,Aitkin County,Alyson Kennedy,SWP,3.0
61144,2020,Minnesota,Aitkin County,Gloria La Riva,PSL,2.0
61145,2020,Minnesota,Anoka County,Donald Trump,REP,104903.0
61146,2020,Minnesota,Anoka County,Joe Biden,DEM,100892.0
61147,2020,Minnesota,Anoka County,Jo Jorgensen,LIB,2475.0
61148,2020,Minnesota,Anoka County,Howie Hawkins,GRN,731.0
61149,2020,Minnesota,Anoka County,Kanye West,IND,513.0
61150,2020,Minnesota,Anoka County,Rocky De La Fuente,ALI,467.0
61151,2020,Minnesota,Anoka County,Brock Pierce,IND,408.0
61152,2020,Minnesota,Anoka County,Gloria La Riva,PSL,66.0
61153,2020,Minnesota,Anoka County,Alyson Kennedy,SWP,36.0
61154,2020,Minnesota,Becker County,Donald Trump,REP,12452.0
61155,2020,Minnesota,Becker County,Joe Biden,DEM,6592.0
61156,2020,Minnesota,Becker County,Jo Jorgensen,LIB,178.0
61157,2020,Minnesota,Becker County,Kanye West,IND,57.0
61158,2020,Minnesota,Becker County,Rocky De La Fuente,ALI,40.0
61159,2020,Minnesota,Becker County,Howie Hawkins,GRN,39.0
61160,2020,Minnesota,Becker County,Brock Pierce,IND,33.0
61161,2020,Minnesota,Becker County,Gloria La Riva,PSL,15.0
61162,2020,Minnesota,Becker County,Alyson Kennedy,SWP,12.0
61163,2020,Minnesota,Beltrami County,Donald Trump,REP,12188.0
61164,2020,Minnesota,Beltrami County,Joe Biden,DEM,11426.0
61165,2020,Minnesota,Beltrami County,Jo Jorgensen,LIB,256.0
61166,2020,Minnesota,Beltrami County,Kanye West,IND,95.0
61167,2020,Minnesota,Beltrami County,Howie Hawkins,GRN,75.0
61168,2020,Minnesota,Beltrami County,Brock Pierce,IND,33.0
61169,2020,Minnesota,Beltrami County,Rocky De La Fuente,ALI,32.0
61170,2020,Minnesota,Beltrami County,Gloria La Riva,PSL,17.0
61171,2020,Minnesota,Beltrami County,Alyson Kennedy,SWP,9.0
61172,2020,Minnesota,Benton County,Donald Trump,REP,14382.0
61173,2020,Minnesota,Benton County,Joe Biden,DEM,7281.0
61174,2020,Minnesota,Benton County,Jo Jorgensen,LIB,351.0
61175,2020,Minnesota,Benton County,Howie Hawkins,GRN,81.0
61176,2020,Minnesota,Benton County,Kanye West,IND,45.0
61177,2020,Minnesota,Benton County,Brock Pierce,IND,40.0
61178,2020,Minnesota,Benton County,Rocky De La Fuente,ALI,29.0
61179,2020,Minnesota,Benton County,Alyson Kennedy,SWP,5.0
61180,2020,Minnesota,Benton County,Gloria La Riva,PSL,5.0
61181,2020,Minnesota,Big Stone County,Donald Trump,REP,1862.0
61182,2020,Minnesota,Big Stone County,Joe Biden,DEM,1052.0
61183,2020,Minnesota,Big Stone County,Howie Hawkins,GRN,14.0
61184,2020,Minnesota,Big Stone County,Jo Jorgensen,LIB,14.0
61185,2020,Minnesota,Big Stone County,Kanye West,IND,14.0
61186,2020,Minnesota,Big Stone County,Brock Pierce,IND,8.0
61187,2020,Minnesota,Big Stone County,Rocky De La Fuente,ALI,4.0
61191,2020,Minnesota,Blue Earth County,Joe Biden,DEM,18330.0
61192,2020,Minnesota,Blue Earth County,Donald Trump,REP,16731.0
61193,2020,Minnesota,Blue Earth County,Jo Jorgensen,LIB,477.0
61194,2020,Minnesota,Blue Earth County,Howie Hawkins,GRN,139.0
61195,2020,Minnesota,Blue Earth County,Kanye West,IND,120.0
61196,2020,Minnesota,Blue Earth County,Brock Pierce,IND,82.0
61197,2020,Minnesota,Blue Earth County,Rocky De La Fuente,ALI,64.0
61198,2020,Minnesota,Blue Earth County,Alyson Kennedy,SWP,16.0
61199,2020,Minnesota,Blue Earth County,Gloria La Riva,PSL,10.0
61200,2020,Minnesota,Brown County,Donald Trump,REP,9550.0
61201,2020,Minnesota,Brown County,Joe Biden,DEM,4750.0
61202,2020,Minnesota,Brown County,Jo Jorgensen,LIB,136.0
61203,2020,Minnesota,Brown County,Brock Pierce,IND,41.0
61205,2020,Minnesota,Brown County,Howie Hawkins,GRN,38.0
61206,2020,Minnesota,Brown County,Rocky De La Fuente,ALI,33.0
61207,2020,Minnesota,Brown County,Kanye West,IND,33.0
61208,2020,Minnesota,Brown County,Gloria La Riva,PSL,6.0
61209,2020,Minnesota,Brown County,Alyson Kennedy,SWP,3.0
61210,2020,Minnesota,Carlton County,Joe Biden,DEM,10094.0
61211,2020,Minnesota,Carlton County,Donald Trump,REP,9787.0
61212,2020,Minnesota,Carlton County,Jo Jorgensen,LIB,231.0
61213,2020,Minnesota,Carlton County,Howie Hawkins,GRN,61.0
61215,2020,Minnesota,Carlton County,Rocky De La Fuente,ALI,48.0
61216,2020,Minnesota,Carlton County,Kanye West,IND,43.0
61217,2020,Minnesota,Carlton County,Brock Pierce,IND,40.0
61218,2020,Minnesota,Carlton County,Alyson Kennedy,SWP,4.0
61219,2020,Minnesota,Carlton County,Gloria La Riva,PSL,4.0
61220,2020,Minnesota,Carver County,Donald Trump,REP,34012.0
61221,2020,Minnesota,Carver County,Joe Biden,DEM,30770.0
61222,2020,Minnesota,Carver County,Jo Jorgensen,LIB,821.0
61223,2020,Minnesota,Carver County,Howie Hawkins,GRN,141.0
61224,2020,Minnesota,Carver County,Kanye West,IND,126.0
61225,2020,Minnesota,Carver County,Rocky De La Fuente,ALI,124.0
61226,2020,Minnesota,Carver County,Brock Pierce,IND,107.0
61227,2020,Minnesota,Carver County,Gloria La Riva,PSL,13.0
61228,2020,Minnesota,Carver County,Alyson Kennedy,SWP,5.0
61229,2020,Minnesota,Cass County,Donald Trump,REP,11621.0
61230,2020,Minnesota,Cass County,Joe Biden,DEM,6342.0
61231,2020,Minnesota,Cass County,Jo Jorgensen,LIB,111.0
61232,2020,Minnesota,Cass County,Howie Hawkins,GRN,60.0
61233,2020,Minnesota,Cass County,Kanye West,IND,46.0
61234,2020,Minnesota,Cass County,Rocky De La Fuente,ALI,34.0
61235,2020,Minnesota,Cass County,Brock Pierce,IND,27.0
61236,2020,Minnesota,Cass County,Gloria La Riva,PSL,12.0
61237,2020,Minnesota,Cass County,Alyson Kennedy,SWP,3.0
61238,2020,Minnesota,Chippewa County,Donald Trump,REP,4250.0
61239,2020,Minnesota,Chippewa County,Joe Biden,DEM,2226.0
61240,2020,Minnesota,Chippewa County,Jo Jorgensen,LIB,58.0
61241,2020,Minnesota,Chippewa County,Kanye West,IND,22.0
61242,2020,Minnesota,Chippewa County,Brock Pierce,IND,21.0
61243,2020,Minnesota,Chippewa County,Howie Hawkins,GRN,12.0
61245,2020,Minnesota,Chippewa County,Rocky De La Fuente,ALI,8.0
61246,2020,Minnesota,Chippewa County,Alyson Kennedy,SWP,2.0
61248,2020,Minnesota,Chisago County,Donald Trump,REP,21915.0
61249,2020,Minnesota,Chisago County,Joe Biden,DEM,11803.0
61250,2020,Minnesota,Chisago County,Jo Jorgensen,LIB,464.0
61251,2020,Minnesota,Chisago County,Howie Hawkins,GRN,111.0
61252,2020,Minnesota,Chisago County,Rocky De La Fuente,ALI,70.0
61253,2020,Minnesota,Chisago County,Brock Pierce,IND,68.0
61254,2020,Minnesota,Chisago County,Kanye West,IND,53.0
61255,2020,Minnesota,Chisago County,Gloria La Riva,PSL,8.0
61256,2020,Minnesota,Chisago County,Alyson Kennedy,SWP,1.0
61257,2020,Minnesota,Clay County,Joe Biden,DEM,16345.0
61258,2020,Minnesota,Clay County,Donald Trump,REP,15031.0
61259,2020,Minnesota,Clay County,Jo Jorgensen,LIB,410.0
61260,2020,Minnesota,Clay County,Howie Hawkins,GRN,101.0
61262,2020,Minnesota,Clay County,Kanye West,IND,79.0
61263,2020,Minnesota,Clay County,Rocky De La Fuente,ALI,76.0
61264,2020,Minnesota,Clay County,Brock Pierce,IND,57.0
61265,2020,Minnesota,Clay County,Gloria La Riva,PSL,9.0
61266,2020,Minnesota,Clay County,Alyson Kennedy,SWP,6.0
61267,2020,Minnesota,Clearwater County,Donald Trump,REP,3371.0
61268,2020,Minnesota,Clearwater County,Joe Biden,DEM,1258.0
61269,2020,Minnesota,Clearwater County,Jo Jorgensen,LIB,28.0
61270,2020,Minnesota,Clearwater County,Howie Hawkins,GRN,14.0
61271,2020,Minnesota,Clearwater County,Kanye West,IND,12.0
61273,2020,Minnesota,Clearwater County,Brock Pierce,IND,8.0
61274,2020,Minnesota,Clearwater County,Rocky De La Fuente,ALI,4.0
61275,2020,Minnesota,Clearwater County,Gloria La Riva,PSL,1.0
61277,2020,Minnesota,Cook County,Joe Biden,DEM,2496.0
61278,2020,Minnesota,Cook County,Donald Trump,REP,1203.0
61279,2020,Minnesota,Cook County,Jo Jorgensen,LIB,36.0
61280,2020,Minnesota,Cook County,Kanye West,IND,16.0
61281,2020,Minnesota,Cook County,Howie Hawkins,GRN,15.0
61282,2020,Minnesota,Cook County,Brock Pierce,IND,9.0
61283,2020,Minnesota,Cook County,Rocky De La Fuente,ALI,5.0
61284,2020,Minnesota,Cook County,Gloria La Riva,PSL,3.0
61285,2020,Minnesota,Cook County,Alyson Kennedy,SWP,2.0
61286,2020,Minnesota,Cottonwood County,Donald Trump,REP,4165.0
61287,2020,Minnesota,Cottonwood County,Joe Biden,DEM,1834.0
61288,2020,Minnesota,Cottonwood County,Jo Jorgensen,LIB,55.0
61289,2020,Minnesota,Cottonwood County,Howie Hawkins,GRN,13.0
61290,2020,Minnesota,Cottonwood County,Kanye West,IND,11.0
61291,2020,Minnesota,Cottonwood County,Brock Pierce,IND,10.0
61292,2020,Minnesota,Cottonwood County,Rocky De La Fuente,ALI,9.0
61295,2020,Minnesota,Crow Wing County,Donald Trump,REP,25676.0
61296,2020,Minnesota,Crow Wing County,Joe Biden,DEM,13726.0
61297,2020,Minnesota,Crow Wing County,Jo Jorgensen,LIB,357.0
61298,2020,Minnesota,Crow Wing County,Howie Hawkins,GRN,92.0
61299,2020,Minnesota,Crow Wing County,Kanye West,IND,81.0
61300,2020,Minnesota,Crow Wing County,Brock Pierce,IND,66.0
61301,2020,Minnesota,Crow Wing County,Rocky De La Fuente,ALI,61.0
61302,2020,Minnesota,Crow Wing County,Gloria La Riva,PSL,9.0
61303,2020,Minnesota,Crow Wing County,Alyson Kennedy,SWP,5.0
61304,2020,Minnesota,Dakota County,Joe Biden,DEM,145510.0
61305,2020,Minnesota,Dakota County,Donald Trump,REP,109183.0
61306,2020,Minnesota,Dakota County,Jo Jorgensen,LIB,2932.0
61308,2020,Minnesota,Dakota County,Howie Hawkins,GRN,820.0
61309,2020,Minnesota,Dakota County,Kanye West,IND,592.0
61310,2020,Minnesota,Dakota County,Rocky De La Fuente,ALI,531.0
61311,2020,Minnesota,Dakota County,Brock Pierce,IND,454.0
61312,2020,Minnesota,Dakota County,Gloria La Riva,PSL,82.0
61313,2020,Minnesota,Dakota County,Alyson Kennedy,SWP,31.0
61314,2020,Minnesota,Dodge County,Donald Trump,REP,7774.0
61315,2020,Minnesota,Dodge County,Joe Biden,DEM,4074.0
61316,2020,Minnesota,Dodge County,Jo Jorgensen,LIB,167.0
61317,2020,Minnesota,Dodge County,Howie Hawkins,GRN,39.0
61318,2020,Minnesota,Dodge County,Kanye West,IND,30.0
61319,2020,Minnesota,Dodge County,Rocky De La Fuente,ALI,26.0
61320,2020,Minnesota,Dodge County,Brock Pierce,IND,23.0
61321,2020,Minnesota,Dodge County,Alyson Kennedy,SWP,15.0
61322,2020,Minnesota,Dodge County,Gloria La Riva,PSL,5.0
61324,2020,Minnesota,Douglas County,Donald Trump,REP,15799.0
61325,2020,Minnesota,Douglas County,Joe Biden,DEM,7868.0
61326,2020,Minnesota,Douglas County,Jo Jorgensen,LIB,238.0
61327,2020,Minnesota,Douglas County,Brock Pierce,IND,57.0
61328,2020,Minnesota,Douglas County,Howie Hawkins,GRN,56.0
61329,2020,Minnesota,Douglas County,Kanye West,IND,55.0
61330,2020,Minnesota,Douglas County,Rocky De La Fuente,ALI,40.0
61331,2020,Minnesota,Douglas County,Alyson Kennedy,SWP,5.0
61332,2020,Minnesota,Douglas County,Gloria La Riva,PSL,2.0
61333,2020,Minnesota,Faribault County,Donald Trump,REP,5191.0
61334,2020,Minnesota,Faribault County,Joe Biden,DEM,2531.0
61335,2020,Minnesota,Faribault County,Jo Jorgensen,LIB,72.0
61336,2020,Minnesota,Faribault County,Kanye West,IND,31.0
61337,2020,Minnesota,Faribault County,Brock Pierce,IND,24.0
61338,2020,Minnesota,Faribault County,Rocky De La Fuente,ALI,21.0
61339,2020,Minnesota,Faribault County,Howie Hawkins,GRN,19.0
61340,2020,Minnesota,Faribault County,Gloria La Riva,PSL,2.0
61341,2020,Minnesota,Faribault County,Alyson Kennedy,SWP,1.0
61342,2020,Minnesota,Fillmore County,Donald Trump,REP,7301.0
61343,2020,Minnesota,Fillmore County,Joe Biden,DEM,4551.0
61344,2020,Minnesota,Fillmore County,Jo Jorgensen,LIB,135.0
61345,2020,Minnesota,Fillmore County,Kanye West,IND,36.0
61346,2020,Minnesota,Fillmore County,Rocky De La Fuente,ALI,34.0
61347,2020,Minnesota,Fillmore County,Howie Hawkins,GRN,24.0
61348,2020,Minnesota,Fillmore County,Brock Pierce,IND,19.0
61349,2020,Minnesota,Fillmore County,Alyson Kennedy,SWP,4.0
61351,2020,Minnesota,Freeborn County,Donald Trump,REP,9578.0
61352,2020,Minnesota,Freeborn County,Joe Biden,DEM,6889.0
61353,2020,Minnesota,Freeborn County,Jo Jorgensen,LIB,146.0
61354,2020,Minnesota,Freeborn County,Howie Hawkins,GRN,51.0
61355,2020,Minnesota,Freeborn County,Kanye West,IND,49.0
61356,2020,Minnesota,Freeborn County,Rocky De La Fuente,ALI,38.0
61357,2020,Minnesota,Freeborn County,Brock Pierce,IND,26.0
61358,2020,Minnesota,Freeborn County,Gloria La Riva,PSL,10.0
61359,2020,Minnesota,Freeborn County,Alyson Kennedy,SWP,4.0
61360,2020,Minnesota,Goodhue County,Donald Trump,REP,16052.0
61361,2020,Minnesota,Goodhue County,Joe Biden,DEM,11805.0
61362,2020,Minnesota,Goodhue County,Jo Jorgensen,LIB,397.0
61363,2020,Minnesota,Goodhue County,Howie Hawkins,GRN,102.0
61364,2020,Minnesota,Goodhue County,Brock Pierce,IND,65.0
61365,2020,Minnesota,Goodhue County,Rocky De La Fuente,ALI,64.0
61366,2020,Minnesota,Goodhue County,Kanye West,IND,64.0
61367,2020,Minnesota,Goodhue County,Alyson Kennedy,SWP,9.0
61368,2020,Minnesota,Goodhue County,Gloria La Riva,PSL,8.0
61369,2020,Minnesota,Grant County,Donald Trump,REP,2269.0
61370,2020,Minnesota,Grant County,Joe Biden,DEM,1300.0
61371,2020,Minnesota,Grant County,Jo Jorgensen,LIB,43.0
61372,2020,Minnesota,Grant County,Brock Pierce,IND,10.0
61373,2020,Minnesota,Grant County,Kanye West,IND,10.0
61374,2020,Minnesota,Grant County,Howie Hawkins,GRN,8.0
61375,2020,Minnesota,Grant County,Rocky De La Fuente,ALI,7.0
61376,2020,Minnesota,Grant County,Alyson Kennedy,SWP,2.0
61377,2020,Minnesota,Grant County,Gloria La Riva,PSL,1.0
61378,2020,Minnesota,Hennepin County,Joe Biden,DEM,532608.0
61379,2020,Minnesota,Hennepin County,Donald Trump,REP,205966.0
61380,2020,Minnesota,Hennepin County,Jo Jorgensen,LIB,7525.0
61381,2020,Minnesota,Hennepin County,Howie Hawkins,GRN,2448.0
61382,2020,Minnesota,Hennepin County,Kanye West,IND,1937.0
61383,2020,Minnesota,Hennepin County,Rocky De La Fuente,ALI,1038.0
61384,2020,Minnesota,Hennepin County,Brock Pierce,IND,1025.0
61385,2020,Minnesota,Hennepin County,Gloria La Riva,PSL,448.0
61386,2020,Minnesota,Hennepin County,Alyson Kennedy,SWP,164.0
61387,2020,Minnesota,Houston County,Donald Trump,REP,6334.0
61388,2020,Minnesota,Houston County,Joe Biden,DEM,4851.0
61389,2020,Minnesota,Houston County,Jo Jorgensen,LIB,114.0
61390,2020,Minnesota,Houston County,Brock Pierce,IND,32.0
61391,2020,Minnesota,Houston County,Howie Hawkins,GRN,29.0
61392,2020,Minnesota,Houston County,Kanye West,IND,29.0
61394,2020,Minnesota,Houston County,Rocky De La Fuente,ALI,20.0
61395,2020,Minnesota,Houston County,Alyson Kennedy,SWP,4.0
61396,2020,Minnesota,Houston County,Gloria La Riva,PSL,4.0
61397,2020,Minnesota,Hubbard County,Donald Trump,REP,8202.0
61398,2020,Minnesota,Hubbard County,Joe Biden,DEM,4462.0
61399,2020,Minnesota,Hubbard County,Jo Jorgensen,LIB,134.0
61400,2020,Minnesota,Hubbard County,Howie Hawkins,GRN,48.0
61401,2020,Minnesota,Hubbard County,Kanye West,IND,30.0
61402,2020,Minnesota,Hubbard County,Brock Pierce,IND,24.0
61403,2020,Minnesota,Hubbard County,Rocky De La Fuente,ALI,23.0
61404,2020,Minnesota,Hubbard County,Alyson Kennedy,SWP,2.0
61405,2020,Minnesota,Hubbard County,Gloria La Riva,PSL,2.0
61406,2020,Minnesota,Isanti County,Donald Trump,REP,16491.0
61407,2020,Minnesota,Isanti County,Joe Biden,DEM,7138.0
61408,2020,Minnesota,Isanti County,Jo Jorgensen,LIB,304.0
61409,2020,Minnesota,Isanti County,Howie Hawkins,GRN,79.0
61410,2020,Minnesota,Isanti County,Kanye West,IND,53.0
61411,2020,Minnesota,Isanti County,Rocky De La Fuente,ALI,51.0
61412,2020,Minnesota,Isanti County,Brock Pierce,IND,34.0
61413,2020,Minnesota,Isanti County,Gloria La Riva,PSL,7.0
61414,2020,Minnesota,Isanti County,Alyson Kennedy,SWP,5.0
61415,2020,Minnesota,Itasca County,Donald Trump,REP,15239.0
61416,2020,Minnesota,Itasca County,Joe Biden,DEM,10787.0
61417,2020,Minnesota,Itasca County,Jo Jorgensen,LIB,247.0
61418,2020,Minnesota,Itasca County,Howie Hawkins,GRN,77.0
61419,2020,Minnesota,Itasca County,Kanye West,IND,63.0
61420,2020,Minnesota,Itasca County,Brock Pierce,IND,50.0
61421,2020,Minnesota,Itasca County,Rocky De La Fuente,ALI,44.0
61422,2020,Minnesota,Itasca County,Alyson Kennedy,SWP,3.0
61423,2020,Minnesota,Itasca County,Gloria La Riva,PSL,2.0
61424,2020,Minnesota,Jackson County,Donald Trump,REP,3948.0
61425,2020,Minnesota,Jackson County,Joe Biden,DEM,1745.0
61426,2020,Minnesota,Jackson County,Jo Jorgensen,LIB,53.0
61427,2020,Minnesota,Jackson County,Brock Pierce,IND,19.0
61428,2020,Minnesota,Jackson County,Kanye West,IND,19.0
61429,2020,Minnesota,Jackson County,Rocky De La Fuente,ALI,15.0
61430,2020,Minnesota,Jackson County,Howie Hawkins,GRN,12.0
61431,2020,Minnesota,Jackson County,Alyson Kennedy,SWP,2.0
61433,2020,Minnesota,Kanabec County,Donald Trump,REP,6278.0
61434,2020,Minnesota,Kanabec County,Joe Biden,DEM,2774.0
61435,2020,Minnesota,Kanabec County,Jo Jorgensen,LIB,93.0
61436,2020,Minnesota,Kanabec County,Howie Hawkins,GRN,23.0
61437,2020,Minnesota,Kanabec County,Brock Pierce,IND,21.0
61438,2020,Minnesota,Kanabec County,Kanye West,IND,17.0
61439,2020,Minnesota,Kanabec County,Rocky De La Fuente,ALI,12.0
61440,2020,Minnesota,Kanabec County,Gloria La Riva,PSL,5.0
61441,2020,Minnesota,Kanabec County,Alyson Kennedy,SWP,1.0
61442,2020,Minnesota,Kandiyohi County,Donald Trump,REP,14437.0
61443,2020,Minnesota,Kandiyohi County,Joe Biden,DEM,8440.0
61444,2020,Minnesota,Kandiyohi County,Jo Jorgensen,LIB,211.0
61445,2020,Minnesota,Kandiyohi County,Kanye West,IND,63.0
